ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
20,Miami,Miami Open,2024-03-28,Masters 1000,Outdoor,Hard,Quarterfinals,3,Medvedev D.,Jarry N.,4,23,7765,1575,6,2,7,6,,,,,,,2,0,Completed,1.14,5.5,1.18,5.69,1.18,5.69,1.16,5.14
20,Miami,Miami Open,2024-03-28,Masters 1000,Outdoor,Hard,Quarterfinals,3,Zverev A.,Marozsan F.,5,57,5060,929,6,3,7,5,,,,,,,2,0,Completed,1.29,3.75,1.28,4.1,1.29,4.25,1.26,3.8
20,Miami,Miami Open,2024-03-28,Masters 1000,Outdoor,Hard,Quarterfinals,3,Dimitrov G.,Alcaraz C.,12,2,2935,8805,6,2,6,4,,,,,,,2,0,Completed,5.5,1.14,5.3,1.2,5.5,1.2,4.92,1.17
20,Miami,Miami Open,2024-03-29,Masters 1000,Outdoor,Hard,Semifinals,3,Sinner J.,Medvedev D.,3,4,8310,7765,6,1,6,2,,,,,,,2,0,Completed,1.5,2.63,1.56,2.6,1.56,2.65,1.5,2.55
20,Miami,Miami Open,2024-03-29,Masters 1000,Outdoor,Hard,Semifinals,3,Dimitrov G.,Zverev A.,12,5,2935,5060,6,4,6,7,6,4,,,,,2,1,Completed,2.3,1.62,2.36,1.65,2.36,1.7,2.26,1.63
20,Miami,Miami Open,2024-03-31,Masters 1000,Outdoor,Hard,The Final,3,Sinner J.,Dimitrov G.,3,12,8310,2935,6,3,6,1,,,,,,,2,0,Completed,1.22,4.33,1.25,4.5,1.25,4.5,1.23,4.11
21,Estoril,Estoril Open,2024-04-01,ATP250,Outdoor,Clay,1st Round,3,Bautista Agut R.,Kecmanovic M.,93,50,654,995,6,1,7,5,,,,,,,2,0,Completed,2.3,1.62,2.44,1.61,2.44,1.65,2.32,1.59
21,Estoril,Estoril Open,2024-04-01,ATP250,Outdoor,Clay,1st Round,3,Thiem D.,Marterer M.,91,97,655,616,6,1,6,7,6,4,,,,,2,1,Completed,1.62,2.3,1.69,2.26,1.69,2.32,1.63,2.23
21,Estoril,Estoril Open,2024-04-01,ATP250,Outdoor,Clay,1st Round,3,Borges N.,Pouille L.,62,241,871,252,0,6,7,6,6,3,,,,,2,1,Completed,1.5,2.63,1.45,2.93,1.53,2.93,1.46,2.69
21,Estoril,Estoril Open,2024-04-03,ATP250,Outdoor,Clay,1st Round,3,Fucsovics M.,Cachin P.,85,78,697,733,7,5,6,2,,,,,,,2,0,Completed,1.44,2.75,1.46,2.92,1.49,2.92,1.44,2.74
21,Estoril,Estoril Open,2024-04-03,ATP250,Outdoor,Clay,1st Round,3,Martinez P.,Altmaier D.,77,54,741,955,6,4,6,2,,,,,,,2,0,Completed,1.73,2.1,1.72,2.23,1.75,2.23,1.7,2.14
21,Estoril,Estoril Open,2024-04-03,ATP250,Outdoor,Clay,1st Round,3,Choinski J.,Fonseca J.,188,288,325,193,6,2,6,7,6,4,,,,,2,1,Completed,2.1,1.73,2.2,1.74,2.2,1.75,2.11,1.71
21,Estoril,Estoril Open,2024-04-03,ATP250,Outdoor,Clay,1st Round,3,Llamas Ruiz P.,Koepfer D.,152,52,421,972,6,4,6,3,,,,,,,2,0,Completed,2.75,1.44,2.61,1.55,2.9,1.55,2.64,1.47
21,Estoril,Estoril Open,2024-04-03,ATP250,Outdoor,Clay,1st Round,3,Jorda Sanchis D.,Faria J.,329,262,159,217,7,6,6,1,,,,,,,2,0,Completed,3,1.4,3.01,1.43,3.01,1.44,2.86,1.41
21,Estoril,Estoril Open,2024-04-03,ATP250,Outdoor,Clay,1st Round,3,Garin C.,Rodionov J.,112,119,543,515,7,6,7,5,,,,,,,2,0,Completed,1.4,3,1.43,3.05,1.44,3.07,1.4,2.89
21,Estoril,Estoril Open,2024-04-03,ATP250,Outdoor,Clay,1st Round,3,Fils A.,Sousa J.,37,272,1130,209,7,5,6,4,,,,,,,2,0,Completed,1.25,4,1.26,4.28,1.29,4.28,1.25,3.85
21,Estoril,Estoril Open,2024-04-03,ATP250,Outdoor,Clay,1st Round,3,Monfils G.,Rocha H.,45,197,1067,306,7,5,7,5,,,,,,,2,0,Completed,1.36,3.2,1.4,3.2,1.4,3.3,1.36,3.09
21,Estoril,Estoril Open,2024-04-03,ATP250,Outdoor,Clay,1st Round,3,Van De Zandschulp B.,Coria F.,87,88,690,687,6,4,4,6,6,1,,,,,2,1,Completed,2,1.8,2.06,1.83,2.1,1.84,2,1.79
21,Estoril,Estoril Open,2024-04-04,ATP250,Outdoor,Clay,2nd Round,3,Gasquet R.,Thiem D.,122,91,508,655,6,4,7,6,,,,,,,2,0,Completed,2.3,1.62,2.46,1.62,2.46,1.67,2.3,1.61
21,Estoril,Estoril Open,2024-04-04,ATP250,Outdoor,Clay,2nd Round,3,Hurkacz H.,Choinski J.,10,188,3425,325,7,6,6,4,,,,,,,2,0,Completed,1.14,5.5,1.15,6.51,1.15,6.51,1.13,5.74
21,Estoril,Estoril Open,2024-04-04,ATP250,Outdoor,Clay,2nd Round,3,Llamas Ruiz P.,Jorda Sanchis D.,152,329,421,159,7,6,6,4,,,,,,,2,0,Completed,1.17,5,1.19,5.5,1.21,5.5,1.17,4.92
21,Estoril,Estoril Open,2024-04-04,ATP250,Outdoor,Clay,2nd Round,3,Borges N.,Musetti L.,62,24,871,1610,7,6,6,3,,,,,,,2,0,Completed,2.75,1.44,2.58,1.57,2.78,1.57,2.62,1.48
21,Estoril,Estoril Open,2024-04-04,ATP250,Outdoor,Clay,2nd Round,3,Garin C.,Fils A.,112,37,543,1130,2,6,6,4,6,4,,,,,2,1,Completed,2.3,1.62,2.4,1.65,2.6,1.67,2.29,1.61
21,Estoril,Estoril Open,2024-04-04,ATP250,Outdoor,Clay,2nd Round,3,Martinez P.,Bautista Agut R.,77,93,741,654,7,5,6,4,,,,,,,2,0,Completed,1.73,2.1,1.71,2.23,1.75,2.25,1.7,2.14
21,Estoril,Estoril Open,2024-04-04,ATP250,Outdoor,Clay,2nd Round,3,Ruud C.,Van De Zandschulp B.,8,87,3615,690,6,1,6,2,,,,,,,2,0,Completed,1.2,4.5,1.23,4.72,1.23,4.72,1.21,4.36
21,Estoril,Estoril Open,2024-04-04,ATP250,Outdoor,Clay,2nd Round,3,Fucsovics M.,Monfils G.,85,45,697,1067,1,6,6,1,7,5,,,,,2,1,Completed,2.1,1.73,2.09,1.83,2.14,1.83,2.04,1.76
21,Estoril,Estoril Open,2024-04-05,ATP250,Outdoor,Clay,Quarterfinals,3,Hurkacz H.,Llamas Ruiz P.,10,152,3425,421,7,6,6,4,,,,,,,2,0,Completed,1.3,3.5,1.33,3.69,1.33,3.71,1.3,3.46
21,Estoril,Estoril Open,2024-04-05,ATP250,Outdoor,Clay,Quarterfinals,3,Garin C.,Borges N.,112,62,543,871,6,2,7,6,,,,,,,2,0,Completed,2.63,1.5,2.77,1.51,2.77,1.53,2.6,1.49
21,Estoril,Estoril Open,2024-04-05,ATP250,Outdoor,Clay,Quarterfinals,3,Martinez P.,Gasquet R.,77,122,741,508,6,4,6,4,,,,,,,2,0,Completed,1.4,3,1.42,3.14,1.5,3.14,1.41,2.87
21,Estoril,Estoril Open,2024-04-05,ATP250,Outdoor,Clay,Quarterfinals,3,Ruud C.,Fucsovics M.,8,85,3615,697,6,3,6,2,,,,,,,2,0,Completed,1.2,4.5,1.24,4.66,1.24,4.75,1.21,4.36
21,Estoril,Estoril Open,2024-04-06,ATP250,Outdoor,Clay,Semifinals,3,Hurkacz H.,Garin C.,10,112,3425,543,6,3,3,6,6,3,,,,,2,1,Completed,1.5,2.63,1.44,3.03,1.5,3.03,1.47,2.68
21,Estoril,Estoril Open,2024-04-06,ATP250,Outdoor,Clay,Semifinals,3,Martinez P.,Ruud C.,77,8,741,3615,6,4,4,6,6,4,,,,,2,1,Completed,5,1.17,5.99,1.18,5.99,1.18,5.14,1.16
21,Estoril,Estoril Open,2024-04-07,ATP250,Outdoor,Clay,The Final,3,Hurkacz H.,Martinez P.,10,77,3425,741,6,3,6,4,,,,,,,2,0,Completed,1.53,2.5,1.54,2.66,1.59,2.66,1.52,2.49
22,Houston,U.S. Men's Clay Court Championships,2024-04-01,ATP250,Outdoor,Clay,1st Round,3,Nakashima B.,Ajdukovic D.,92,115,655,528,6,1,6,4,,,,,,,2,0,Completed,1.4,3,1.47,2.89,1.47,3,1.41,2.86
22,Houston,U.S. Men's Clay Court Championships,2024-04-01,ATP250,Outdoor,Clay,1st Round,3,Bergs Z.,Kypson P.,111,133,545,472,7,6,6,3,,,,,,,2,0,Completed,1.91,1.91,1.96,1.93,1.96,2.05,1.89,1.88
22,Houston,U.S. Men's Clay Court Championships,2024-04-02,ATP250,Outdoor,Clay,1st Round,3,Hijikata R.,Eubanks C.,80,41,723,1087,7,6,7,6,,,,,,,2,0,Completed,2.2,1.67,2.32,1.68,2.33,1.71,2.23,1.64
22,Houston,U.S. Men's Clay Court Championships,2024-04-02,ATP250,Outdoor,Clay,1st Round,3,Wolf J.J.,Ritschard A.,96,194,625,309,6,3,2,6,6,4,,,,,2,1,Completed,1.73,2.1,1.79,2.13,1.85,2.13,1.77,2.02
22,Houston,U.S. Men's Clay Court Championships,2024-04-02,ATP250,Outdoor,Clay,1st Round,3,Darderi L.,Kudla D.,72,160,781,409,3,6,7,6,6,2,,,,,2,1,Completed,1.33,3.4,1.33,3.57,1.4,3.57,1.32,3.28
22,Houston,U.S. Men's Clay Court Championships,2024-04-02,ATP250,Outdoor,Clay,1st Round,3,Galan D.E.,Paire B.,83,142,711,460,7,6,6,4,,,,,,,2,0,Completed,1.5,2.63,1.49,2.8,1.5,2.85,1.47,2.66
22,Houston,U.S. Men's Clay Court Championships,2024-04-02,ATP250,Outdoor,Clay,1st Round,3,Duckworth J.,Brouwer G.,105,199,565,300,6,3,6,3,,,,,,,2,0,Completed,2.5,1.53,2.7,1.52,2.7,1.55,2.51,1.51
22,Houston,U.S. Men's Clay Court Championships,2024-04-02,ATP250,Outdoor,Clay,1st Round,3,Purcell M.,Michelsen A.,79,70,726,790,7,5,6,7,6,4,,,,,2,1,Completed,3,1.4,3.35,1.37,3.5,1.4,3,1.37
22,Houston,U.S. Men's Clay Court Championships,2024-04-02,ATP250,Outdoor,Clay,1st Round,3,Mmoh M.,Varillas J.P.,123,101,507,596,6,2,7,6,,,,,,,2,0,Completed,2.5,1.53,2.63,1.54,2.63,1.54,2.51,1.51
22,Houston,U.S. Men's Clay Court Championships,2024-04-02,ATP250,Outdoor,Clay,1st Round,3,Kovacevic A.,Kokkinakis T.,98,104,613,584,7,6,6,7,6,4,,,,,2,1,Completed,2.63,1.5,2.76,1.5,2.76,1.5,2.66,1.48
22,Houston,U.S. Men's Clay Court Championships,2024-04-03,ATP250,Outdoor,Clay,1st Round,3,Giron M.,Shapovalov D.,51,121,990,510,6,2,7,5,,,,,,,2,0,Completed,2.2,1.67,2.28,1.69,2.28,1.73,2.17,1.66
22,Houston,U.S. Men's Clay Court Championships,2024-04-03,ATP250,Outdoor,Clay,1st Round,3,Thompson J.,Wu Y.,33,298,1195,185,6,4,6,4,,,,,,,2,0,Completed,1.73,2.1,1.88,1.97,1.88,2.17,1.78,2
22,Houston,U.S. Men's Clay Court Championships,2024-04-03,ATP250,Outdoor,Clay,2nd Round,3,Darderi L.,Cerundolo F.,72,23,781,1715,6,4,2,6,7,6,,,,,2,1,Completed,2.5,1.53,2.49,1.61,2.51,1.61,2.44,1.54
22,Houston,U.S. Men's Clay Court Championships,2024-04-03,ATP250,Outdoor,Clay,2nd Round,3,Nakashima B.,Hijikata R.,92,80,655,723,6,1,6,4,,,,,,,2,0,Completed,1.33,3.4,1.33,3.64,1.35,3.64,1.32,3.35
22,Houston,U.S. Men's Clay Court Championships,2024-04-04,ATP250,Outdoor,Clay,2nd Round,3,Shelton B.,Bergs Z.,16,111,2260,545,3,6,6,4,6,3,,,,,2,1,Completed,1.4,3,1.46,2.96,1.48,3,1.44,2.77
22,Houston,U.S. Men's Clay Court Championships,2024-04-04,ATP250,Outdoor,Clay,2nd Round,3,Giron M.,Wolf J.J.,51,96,990,625,6,4,6,3,,,,,,,2,0,Completed,1.36,3.2,1.35,3.49,1.4,3.49,1.37,3.03
22,Houston,U.S. Men's Clay Court Championships,2024-04-04,ATP250,Outdoor,Clay,2nd Round,3,Mmoh M.,Purcell M.,123,79,507,726,6,2,7,5,,,,,,,2,0,Completed,1.67,2.2,1.7,2.29,1.73,2.29,1.66,2.19
22,Houston,U.S. Men's Clay Court Championships,2024-04-04,ATP250,Outdoor,Clay,2nd Round,3,Etcheverry T.,Galan D.E.,30,83,1310,711,6,4,6,4,,,,,,,2,0,Completed,1.3,3.5,1.32,3.71,1.33,3.71,1.3,3.43
22,Houston,U.S. Men's Clay Court Championships,2024-04-05,ATP250,Outdoor,Clay,2nd Round,3,Tiafoe F.,Duckworth J.,21,105,1770,565,6,2,6,7,7,5,,,,,2,1,Completed,1.25,4,1.27,4.22,1.27,4.25,1.24,3.96
22,Houston,U.S. Men's Clay Court Championships,2024-04-05,ATP250,Outdoor,Clay,2nd Round,3,Thompson J.,Kovacevic A.,33,98,1195,613,4,6,7,6,7,6,,,,,2,1,Completed,1.57,2.38,1.63,2.45,1.65,2.45,1.6,2.31
22,Houston,U.S. Men's Clay Court Championships,2024-04-05,ATP250,Outdoor,Clay,Quarterfinals,3,Etcheverry T.,Mmoh M.,30,123,1310,507,6,3,0,1,,,,,,,1,0,Retired,1.36,3.2,1.35,3.5,1.4,3.5,1.34,3.19
22,Houston,U.S. Men's Clay Court Championships,2024-04-05,ATP250,Outdoor,Clay,Quarterfinals,3,Shelton B.,Nakashima B.,16,92,2260,655,7,5,7,6,,,,,,,2,0,Completed,1.8,2,1.83,2.1,1.83,2.15,1.76,2.04
22,Houston,U.S. Men's Clay Court Championships,2024-04-05,ATP250,Outdoor,Clay,Quarterfinals,3,Darderi L.,Giron M.,72,51,781,990,6,0,6,4,,,,,,,2,0,Completed,2,1.8,2.15,1.79,2.15,1.8,2.03,1.76
22,Houston,U.S. Men's Clay Court Championships,2024-04-06,ATP250,Outdoor,Clay,Quarterfinals,3,Tiafoe F.,Thompson J.,21,33,1770,1195,7,6,6,4,,,,,,,2,0,Completed,1.44,2.75,1.46,2.95,1.47,2.95,1.44,2.76
22,Houston,U.S. Men's Clay Court Championships,2024-04-06,ATP250,Outdoor,Clay,Semifinals,3,Shelton B.,Etcheverry T.,16,30,2260,1310,6,7,6,4,6,4,,,,,2,1,Completed,2.1,1.73,2.34,1.68,2.34,1.75,2.16,1.68
22,Houston,U.S. Men's Clay Court Championships,2024-04-06,ATP250,Outdoor,Clay,Semifinals,3,Tiafoe F.,Darderi L.,21,72,1770,781,6,2,7,6,,,,,,,2,0,Completed,1.91,1.91,2,1.91,2,1.99,1.91,1.87
22,Houston,U.S. Men's Clay Court Championships,2024-04-07,ATP250,Outdoor,Clay,The Final,3,Shelton B.,Tiafoe F.,16,21,2260,1770,7,5,4,6,6,3,,,,,2,1,Completed,1.8,2,1.85,2.07,1.91,2.1,1.8,2
23,Marrakech,Grand Prix Hassan II,2024-04-01,ATP250,Outdoor,Clay,1st Round,3,Munar J.,Van Assche L.,73,94,770,641,7,6,6,2,,,,,,,2,0,Completed,2,1.8,2.04,1.83,2.04,1.83,1.99,1.8
23,Marrakech,Grand Prix Hassan II,2024-04-01,ATP250,Outdoor,Clay,1st Round,3,Kotov P.,Benchetrit E.,68,661,807,48,7,5,6,3,,,,,,,2,0,Completed,1.25,4,1.26,4.24,1.29,4.24,1.24,3.89
23,Marrakech,Grand Prix Hassan II,2024-04-01,ATP250,Outdoor,Clay,1st Round,3,Navone M.,Dougaz A.,60,235,883,261,6,3,6,2,,,,,,,2,0,Completed,1.29,3.75,1.26,4.25,1.29,4.25,1.26,3.77
23,Marrakech,Grand Prix Hassan II,2024-04-02,ATP250,Outdoor,Clay,1st Round,3,Vukic A.,Muller A.,67,86,818,694,6,3,7,6,,,,,,,2,0,Completed,2.38,1.57,2.36,1.65,2.4,1.65,2.28,1.61
23,Marrakech,Grand Prix Hassan II,2024-04-02,ATP250,Outdoor,Clay,1st Round,3,Nagal S.,Moutet C.,95,99,633,612,4,6,6,3,6,2,,,,,2,1,Completed,2.38,1.57,2.33,1.67,2.5,1.68,2.3,1.6
23,Marrakech,Grand Prix Hassan II,2024-04-02,ATP250,Outdoor,Clay,1st Round,3,Cobolli F.,Shelbayh A.,63,230,865,265,6,1,6,4,,,,,,,2,0,Completed,1.33,3.4,1.33,3.63,1.35,3.63,1.31,3.38
23,Marrakech,Grand Prix Hassan II,2024-04-02,ATP250,Outdoor,Clay,1st Round,3,Berrettini M.,Shevchenko A.,135,56,470,934,6,2,6,1,,,,,,,2,0,Completed,1.62,2.3,1.61,2.46,1.62,2.6,1.56,2.41
23,Marrakech,Grand Prix Hassan II,2024-04-02,ATP250,Outdoor,Clay,1st Round,3,Fognini F.,Gaston H.,100,89,599,662,6,7,6,1,6,4,,,,,2,1,Completed,1.73,2.1,1.8,2.11,1.82,2.12,1.76,2.04
23,Marrakech,Grand Prix Hassan II,2024-04-02,ATP250,Outdoor,Clay,1st Round,3,Moreno De Alboran N.,Diaz Acosta F.,157,55,413,943,6,4,3,6,6,3,,,,,2,1,Completed,3,1.4,2.86,1.47,3,1.48,2.82,1.42
23,Marrakech,Grand Prix Hassan II,2024-04-02,ATP250,Outdoor,Clay,1st Round,3,Wawrinka S.,Ramos-Vinolas A.,82,103,717,590,6,1,6,4,,,,,,,2,0,Completed,1.44,2.75,1.43,3.05,1.47,3.05,1.42,2.83
23,Marrakech,Grand Prix Hassan II,2024-04-02,ATP250,Outdoor,Clay,1st Round,3,Carballes Baena R.,Gigante M.,64,145,856,450,6,2,2,0,,,,,,,1,0,Retired,1.44,2.75,1.44,2.97,1.46,2.97,1.43,2.77
23,Marrakech,Grand Prix Hassan II,2024-04-02,ATP250,Outdoor,Clay,1st Round,3,Goffin D.,Rinderknech A.,102,81,594,723,6,4,6,4,,,,,,,2,0,Completed,1.73,2.1,1.76,2.18,1.76,2.25,1.71,2.11
23,Marrakech,Grand Prix Hassan II,2024-04-03,ATP250,Outdoor,Clay,2nd Round,3,Sonego L.,Nagal S.,61,95,875,633,1,6,6,3,6,4,,,,,2,1,Completed,1.53,2.5,1.58,2.5,1.58,2.6,1.54,2.44
23,Marrakech,Grand Prix Hassan II,2024-04-03,ATP250,Outdoor,Clay,2nd Round,3,Kotov P.,Cobolli F.,68,63,807,865,6,1,7,6,,,,,,,2,0,Completed,2.63,1.5,2.66,1.52,2.75,1.53,2.55,1.5
23,Marrakech,Grand Prix Hassan II,2024-04-03,ATP250,Outdoor,Clay,2nd Round,3,Berrettini M.,Munar J.,135,73,470,770,6,4,4,6,6,3,,,,,2,1,Completed,1.4,3,1.46,2.86,1.46,3,1.41,2.84
23,Marrakech,Grand Prix Hassan II,2024-04-03,ATP250,Outdoor,Clay,2nd Round,3,Fognini F.,Djere L.,100,34,599,1185,7,6,2,6,6,4,,,,,2,1,Completed,2.5,1.53,2.66,1.52,2.66,1.54,2.54,1.51
23,Marrakech,Grand Prix Hassan II,2024-04-04,ATP250,Outdoor,Clay,2nd Round,3,Carballes Baena R.,Evans D.,64,42,856,1086,6,4,7,6,,,,,,,2,0,Completed,1.53,2.5,1.49,2.79,1.57,2.82,1.5,2.56
23,Marrakech,Grand Prix Hassan II,2024-04-04,ATP250,Outdoor,Clay,2nd Round,3,Moreno De Alboran N.,Goffin D.,157,102,413,594,6,3,6,4,,,,,,,2,0,Completed,2.38,1.57,2.62,1.54,2.75,1.6,2.47,1.53
23,Marrakech,Grand Prix Hassan II,2024-04-04,ATP250,Outdoor,Clay,2nd Round,3,Navone M.,Wawrinka S.,60,82,883,717,3,6,7,5,6,2,,,,,2,1,Completed,2.1,1.73,1.99,1.89,2.12,1.89,2.01,1.79
23,Marrakech,Grand Prix Hassan II,2024-04-04,ATP250,Outdoor,Clay,2nd Round,3,Vukic A.,Ofner S.,67,47,818,1056,7,6,2,6,7,6,,,,,2,1,Completed,2.2,1.67,2.27,1.7,2.27,1.7,2.19,1.66
23,Marrakech,Grand Prix Hassan II,2024-04-05,ATP250,Outdoor,Clay,Quarterfinals,3,Carballes Baena R.,Moreno De Alboran N.,64,157,856,413,6,4,4,6,6,4,,,,,2,1,Completed,1.5,2.63,1.58,2.56,1.58,2.63,1.52,2.51
23,Marrakech,Grand Prix Hassan II,2024-04-05,ATP250,Outdoor,Clay,Quarterfinals,3,Kotov P.,Fognini F.,68,100,807,599,6,1,6,2,,,,,,,2,0,Completed,1.73,2.1,1.77,2.18,1.78,2.18,1.73,2.09
23,Marrakech,Grand Prix Hassan II,2024-04-05,ATP250,Outdoor,Clay,Quarterfinals,3,Berrettini M.,Sonego L.,135,61,470,875,6,3,7,6,,,,,,,2,0,Completed,1.5,2.63,1.51,2.75,1.54,2.75,1.48,2.61
23,Marrakech,Grand Prix Hassan II,2024-04-05,ATP250,Outdoor,Clay,Quarterfinals,3,Navone M.,Vukic A.,60,67,883,818,6,2,6,4,,,,,,,2,0,Completed,1.44,2.75,1.48,2.88,1.5,2.88,1.45,2.71
23,Marrakech,Grand Prix Hassan II,2024-04-06,ATP250,Outdoor,Clay,Semifinals,3,Carballes Baena R.,Kotov P.,64,68,856,807,6,4,6,2,,,,,,,2,0,Completed,1.8,2,1.83,2.09,1.83,2.09,1.79,2
23,Marrakech,Grand Prix Hassan II,2024-04-06,ATP250,Outdoor,Clay,Semifinals,3,Berrettini M.,Navone M.,135,60,470,883,6,7,6,3,6,2,,,,,2,1,Completed,1.4,3,1.42,3.11,1.45,3.11,1.4,2.9
23,Marrakech,Grand Prix Hassan II,2024-04-07,ATP250,Outdoor,Clay,The Final,3,Berrettini M.,Carballes Baena R.,135,64,470,856,7,5,6,2,,,,,,,2,0,Completed,1.4,3,1.38,3.35,1.4,3.35,1.36,3.11
24,Monte Carlo,Monte Carlo Masters,2024-04-07,Masters 1000,Outdoor,Clay,1st Round,3,Struff J.L.,Baez S.,25,19,1493,1955,1,6,7,6,6,2,,,,,2,1,Completed,2.75,1.44,2.9,1.46,2.9,1.5,2.73,1.45
24,Monte Carlo,Monte Carlo Masters,2024-04-07,Masters 1000,Outdoor,Clay,1st Round,3,Griekspoor T.,Koepfer D.,26,54,1475,938,7,6,4,6,6,2,,,,,2,1,Completed,1.67,2.2,1.77,2.15,1.78,2.25,1.71,2.13
24,Monte Carlo,Monte Carlo Masters,2024-04-07,Masters 1000,Outdoor,Clay,1st Round,3,Coric B.,Bublik A.,33,18,1204,1992,6,1,6,1,,,,,,,2,0,Completed,1.53,2.5,1.59,2.5,1.59,3.1,1.54,2.46
24,Monte Carlo,Monte Carlo Masters,2024-04-07,Masters 1000,Outdoor,Clay,1st Round,3,Musetti L.,Fritz T.,24,13,1590,2765,6,4,6,4,,,,,,,2,0,Completed,1.91,1.91,1.9,1.99,1.94,1.99,1.88,1.91
24,Monte Carlo,Monte Carlo Masters,2024-04-08,Masters 1000,Outdoor,Clay,1st Round,3,Ofner S.,Evans D.,44,50,1056,996,6,1,6,4,,,,,,,2,0,Completed,1.8,2,1.81,2.1,1.83,2.1,1.78,2.03
24,Monte Carlo,Monte Carlo Masters,2024-04-08,Masters 1000,Outdoor,Clay,1st Round,3,Auger-Aliassime F.,Nardi L.,35,76,1150,748,6,2,6,3,,,,,,,2,0,Completed,1.67,2.2,1.68,2.31,1.68,2.33,1.63,2.26
24,Monte Carlo,Monte Carlo Masters,2024-04-08,Masters 1000,Outdoor,Clay,1st Round,3,Popyrin A.,Moutet C.,46,101,1047,612,3,6,7,5,6,2,,,,,2,1,Completed,2.1,1.73,2.09,1.81,2.15,1.81,2.06,1.75
24,Monte Carlo,Monte Carlo Masters,2024-04-08,Masters 1000,Outdoor,Clay,1st Round,3,Nagal S.,Arnaldi M.,93,38,656,1121,5,7,6,2,6,4,,,,,2,1,Completed,2.75,1.44,2.97,1.44,2.97,1.46,2.84,1.42
24,Monte Carlo,Monte Carlo Masters,2024-04-08,Masters 1000,Outdoor,Clay,1st Round,3,Cerundolo F.,Altmaier D.,22,52,1715,955,6,2,7,6,,,,,,,2,0,Completed,1.57,2.38,1.68,2.3,1.73,2.4,1.64,2.24
24,Monte Carlo,Monte Carlo Masters,2024-04-08,Masters 1000,Outdoor,Clay,1st Round,3,Dimitrov G.,Vacherot V.,9,138,3540,464,7,5,6,2,,,,,,,2,0,Completed,1.08,8,1.08,10.26,1.09,10.26,1.07,8.34
24,Monte Carlo,Monte Carlo Masters,2024-04-08,Masters 1000,Outdoor,Clay,1st Round,3,Tsitsipas S.,Djere L.,12,34,3175,1185,6,3,3,2,,,,,,,1,0,Retired,1.29,3.75,1.34,3.5,1.34,3.75,1.31,3.44
24,Monte Carlo,Monte Carlo Masters,2024-04-08,Masters 1000,Outdoor,Clay,1st Round,3,Tabilo A.,O Connell C.,45,62,1051,886,6,3,6,4,,,,,,,2,0,Completed,1.57,2.38,1.58,2.52,1.6,2.75,1.55,2.44
24,Monte Carlo,Monte Carlo Masters,2024-04-08,Masters 1000,Outdoor,Clay,1st Round,3,Fils A.,Hanfmann Y.,36,61,1145,888,6,0,6,2,,,,,,,2,0,Completed,1.4,3,1.44,2.93,1.44,11.13,1.39,3.28
24,Monte Carlo,Monte Carlo Masters,2024-04-08,Masters 1000,Outdoor,Clay,1st Round,3,Khachanov K.,Norrie C.,17,30,2005,1290,7,5,7,6,,,,,,,2,0,Completed,1.67,2.2,1.7,2.26,1.74,2.26,1.69,2.15
